Employee ID,Leave Date,Leave Type,Sandwich Pattern,Connected Dates
977360,2024-09-29,non sandwich leave,0,['2024-09-29']
946413,2024-08-28,non sandwich leave,0,['2024-08-28']
589061,2024-10-08,non sandwich leave,0,['2024-10-08']
744598,2024-11-26,non sandwich leave,0,['2024-11-26']
291076,2024-01-10,non sandwich leave,0,['2024-01-10']
607678,2024-06-02,non sandwich leave,0,['2024-06-02']
821274,2024-07-22,sandwich leave,Monday extending weekend,"['2024-07-21', '2024-07-22']"
583038,2024-06-02,non sandwich leave,0,['2024-06-02']
799672,2024-02-21,non sandwich leave,0,['2024-02-21']
909453,2024-10-10,non sandwich leave,0,['2024-10-10']
952894,2024-08-19,sandwich leave,Monday extending weekend,"['2024-08-18', '2024-08-19']"
200599,2024-05-19,non sandwich leave,0,['2024-05-19']
200599,2024-05-09,non sandwich leave,0,['2024-05-09']
213118,2024-12-15,non sandwich leave,0,['2024-12-15']
43077,2024-01-25,non sandwich leave,0,['2024-01-25']
539613,2024-07-30,non sandwich leave,0,['2024-07-30']
508686,2024-07-16,non sandwich leave,0,['2024-07-16']
708223,2024-12-18,non sandwich leave,0,['2024-12-18']
815453,2024-10-11,sandwich leave,Friday extending weekend,"['2024-10-11', '2024-10-12']"
545901,2024-06-15,non sandwich leave,0,['2024-06-15']
559514,2024-08-20,non sandwich leave,0,['2024-08-20']
165436,2024-02-24,non sandwich leave,0,['2024-02-24']
134107,2024-10-01,non sandwich leave,0,['2024-10-01']
466506,2024-10-14,sandwich leave,Monday extending weekend,"['2024-10-13', '2024-10-14']"
108588,2024-03-11,sandwich leave,Monday extending weekend,"['2024-03-10', '2024-03-11']"
782670,2024-07-09,non sandwich leave,0,['2024-07-09']
743278,2024-03-18,sandwich leave,Monday extending weekend,"['2024-03-17', '2024-03-18']"
943054,2024-05-13,sandwich leave,Monday extending weekend,"['2024-05-12', '2024-05-13']"
943054,2024-09-30,sandwich leave,Monday extending weekend,"['2024-09-29', '2024-09-30']"
294880,2024-01-14,non sandwich leave,0,['2024-01-14']
667257,2024-04-15,sandwich leave,Monday extending weekend,"['2024-04-14', '2024-04-15']"
36145,2024-05-11,non sandwich leave,0,['2024-05-11']
595910,2024-07-23,non sandwich leave,0,['2024-07-23']
594644,2024-04-06,non sandwich leave,0,['2024-04-06']
851115,2024-08-03,non sandwich leave,0,['2024-08-03']
198797,2024-08-15,non sandwich leave,0,['2024-08-15']
307747,2024-05-14,non sandwich leave,0,['2024-05-14']
458791,2024-02-20,sandwich leave,Tuesday after Monday holiday,"['2024-02-19', '2024-02-20']"
847675,2024-08-13,non sandwich leave,0,['2024-08-13']
941604,2024-06-16,non sandwich leave,0,['2024-06-16']
906909,2024-10-31,non sandwich leave,0,['2024-10-31']
402463,2024-06-17,sandwich leave,Monday extending weekend,"['2024-06-16', '2024-06-17']"
656124,2024-03-04,sandwich leave,Monday extending weekend,"['2024-03-03', '2024-03-04']"
481519,2024-06-13,non sandwich leave,0,['2024-06-13']
874751,2024-07-23,non sandwich leave,0,['2024-07-23']
215767,2024-03-31,non sandwich leave,0,['2024-03-31']
18244,2024-11-28,non sandwich leave,0,['2024-11-28']
102266,2024-02-20,sandwich leave,Tuesday after Monday holiday,"['2024-02-19', '2024-02-20']"
201702,2024-07-14,non sandwich leave,0,['2024-07-14']
645339,2024-02-01,non sandwich leave,0,['2024-02-01']
767487,2024-08-04,non sandwich leave,0,['2024-08-04']
272997,2024-05-11,non sandwich leave,0,['2024-05-11']
685706,2024-11-10,non sandwich leave,0,['2024-11-10']
630589,2024-11-21,non sandwich leave,0,['2024-11-21']
897133,2024-09-28,non sandwich leave,0,['2024-09-28']
470184,2024-12-14,non sandwich leave,0,['2024-12-14']
518478,2024-02-25,non sandwich leave,0,['2024-02-25']
682929,2024-03-11,sandwich leave,Monday extending weekend,"['2024-03-10', '2024-03-11']"
355063,2024-09-09,sandwich leave,Monday extending weekend,"['2024-09-08', '2024-09-09']"
283980,2024-02-17,non sandwich leave,0,['2024-02-17']
133896,2024-01-30,non sandwich leave,0,['2024-01-30']
553511,2024-11-01,sandwich leave,Friday extending weekend,"['2024-11-01', '2024-11-02']"
154176,2024-09-28,non sandwich leave,0,['2024-09-28']
369102,2024-04-23,non sandwich leave,0,['2024-04-23']
153118,2024-10-04,sandwich leave,Friday extending weekend,"['2024-10-04', '2024-10-05']"
127024,2024-11-10,non sandwich leave,0,['2024-11-10']
475190,2024-10-21,sandwich leave,Monday extending weekend,"['2024-10-20', '2024-10-21']"
90704,2024-09-30,sandwich leave,Monday extending weekend,"['2024-09-29', '2024-09-30']"
916991,2024-02-12,sandwich leave,Monday extending weekend,"['2024-02-11', '2024-02-12']"
122898,2024-10-29,non sandwich leave,0,['2024-10-29']
680359,2024-12-23,sandwich leave,Monday extending weekend,"['2024-12-22', '2024-12-23']"
443294,2024-06-01,non sandwich leave,0,['2024-06-01']
61934,2024-10-23,non sandwich leave,0,['2024-10-23']
199149,2024-07-29,sandwich leave,Monday extending weekend,"['2024-07-28', '2024-07-29']"
865192,2024-03-03,non sandwich leave,0,['2024-03-03']
758196,2024-01-06,non sandwich leave,0,['2024-01-06']
186304,2024-03-04,sandwich leave,Monday extending weekend,"['2024-03-03', '2024-03-04']"
612095,2024-02-02,sandwich leave,Friday extending weekend,"['2024-02-02', '2024-02-03']"
200217,2024-05-16,non sandwich leave,0,['2024-05-16']
722731,2024-05-04,non sandwich leave,0,['2024-05-04']
621173,2024-03-22,sandwich leave,Friday extending weekend,"['2024-03-22', '2024-03-23']"
287135,2024-09-08,non sandwich leave,0,['2024-09-08']
851903,2024-05-19,non sandwich leave,0,['2024-05-19']
25713,2024-08-05,sandwich leave,Monday extending weekend,"['2024-08-04', '2024-08-05']"
225592,2024-03-13,non sandwich leave,0,['2024-03-13']
349656,2024-05-22,non sandwich leave,0,['2024-05-22']
254980,2024-01-08,sandwich leave,Monday extending weekend,"['2024-01-07', '2024-01-08']"
790691,2024-07-21,non sandwich leave,0,['2024-07-21']
10204,2024-09-12,non sandwich leave,0,['2024-09-12']
322850,2024-12-15,non sandwich leave,0,['2024-12-15']
431272,2024-04-07,non sandwich leave,0,['2024-04-07']
220676,2024-08-16,sandwich leave,Friday extending weekend,"['2024-08-16', '2024-08-17']"
510237,2024-06-21,sandwich leave,Friday extending weekend,"['2024-06-21', '2024-06-22']"
974306,2024-07-01,sandwich leave,Monday extending weekend,"['2024-06-30', '2024-07-01']"
974055,2024-04-26,sandwich leave,Friday extending weekend,"['2024-04-26', '2024-04-27']"
501120,2024-10-03,non sandwich leave,0,['2024-10-03']
621259,2024-12-18,non sandwich leave,0,['2024-12-18']
984135,2024-07-22,sandwich leave,Monday extending weekend,"['2024-07-21', '2024-07-22']"
810006,2024-07-21,non sandwich leave,0,['2024-07-21']
804576,2024-01-28,non sandwich leave,0,['2024-01-28']
924504,2024-02-12,sandwich leave,Monday extending weekend,"['2024-02-11', '2024-02-12']"
688927,2024-05-19,non sandwich leave,0,['2024-05-19']
436267,2024-03-30,non sandwich leave,0,['2024-03-30']
774905,2024-06-30,non sandwich leave,0,['2024-06-30']
128991,2024-09-17,non sandwich leave,0,['2024-09-17']
430953,2024-11-17,non sandwich leave,0,['2024-11-17']
567823,2024-10-19,non sandwich leave,0,['2024-10-19']
89792,2024-12-20,sandwich leave,Friday extending weekend,"['2024-12-20', '2024-12-21']"
651721,2024-09-01,non sandwich leave,0,['2024-09-01']
258344,2024-11-04,sandwich leave,Monday extending weekend,"['2024-11-03', '2024-11-04']"
726033,2024-10-27,non sandwich leave,0,['2024-10-27']
443228,2024-05-27,sandwich leave,Monday extending weekend,"['2024-05-26', '2024-05-27']"
782205,2024-10-03,non sandwich leave,0,['2024-10-03']
35083,2024-12-06,sandwich leave,Friday extending weekend,"['2024-12-06', '2024-12-07']"
789528,2024-07-19,sandwich leave,Friday extending weekend,"['2024-07-19', '2024-07-20']"
235834,2024-03-05,non sandwich leave,0,['2024-03-05']
231889,2024-02-03,non sandwich leave,0,['2024-02-03']
673372,2024-01-28,non sandwich leave,0,['2024-01-28']
598522,2024-04-17,non sandwich leave,0,['2024-04-17']
298612,2024-11-04,sandwich leave,Monday extending weekend,"['2024-11-03', '2024-11-04']"
813682,2024-01-09,non sandwich leave,0,['2024-01-09']
217740,2024-05-19,non sandwich leave,0,['2024-05-19']
50001,2024-07-28,non sandwich leave,0,['2024-07-28']
306593,2024-11-12,sandwich leave,Tuesday after Monday holiday,"['2024-11-11', '2024-11-12']"
483566,2024-05-23,non sandwich leave,0,['2024-05-23']
104066,2024-09-07,non sandwich leave,0,['2024-09-07']
940398,2024-02-12,sandwich leave,Monday extending weekend,"['2024-02-11', '2024-02-12']"
737241,2024-09-01,non sandwich leave,0,['2024-09-01']
673423,2024-03-24,non sandwich leave,0,['2024-03-24']
299751,2024-12-08,non sandwich leave,0,['2024-12-08']
27734,2024-12-02,sandwich leave,Monday extending weekend,"['2024-12-01', '2024-12-02']"
909626,2024-12-29,non sandwich leave,0,['2024-12-29']
26869,2024-10-05,non sandwich leave,0,['2024-10-05']
941090,2024-07-15,sandwich leave,Monday extending weekend,"['2024-07-14', '2024-07-15']"
974837,2024-11-22,sandwich leave,Friday extending weekend,"['2024-11-22', '2024-11-23']"
307977,2024-07-18,non sandwich leave,0,['2024-07-18']
281507,2024-04-21,non sandwich leave,0,['2024-04-21']
285406,2024-12-04,non sandwich leave,0,['2024-12-04']
28723,2024-11-13,non sandwich leave,0,['2024-11-13']
130478,2024-07-19,sandwich leave,Friday extending weekend,"['2024-07-19', '2024-07-20']"
816562,2024-10-18,sandwich leave,Friday extending weekend,"['2024-10-18', '2024-10-19']"
499765,2024-12-01,non sandwich leave,0,['2024-12-01']
624761,2024-06-05,non sandwich leave,0,['2024-06-05']
405905,2024-04-09,non sandwich leave,0,['2024-04-09']
849824,2024-12-22,non sandwich leave,0,['2024-12-22']
883146,2024-10-26,non sandwich leave,0,['2024-10-26']
635961,2024-01-15,sandwich leave,Monday extending weekend,"['2024-01-14', '2024-01-15']"
150509,2024-08-30,sandwich leave,Friday extending weekend,"['2024-08-30', '2024-08-31']"
955372,2024-10-16,non sandwich leave,0,['2024-10-16']
402748,2024-03-18,sandwich leave,Monday extending weekend,"['2024-03-17', '2024-03-18']"
715478,2024-01-21,non sandwich leave,0,['2024-01-21']
569310,2024-08-14,non sandwich leave,0,['2024-08-14']
983036,2024-03-26,non sandwich leave,0,['2024-03-26']
513636,2024-12-30,sandwich leave,Monday extending weekend,"['2024-12-29', '2024-12-30']"
567511,2024-05-17,sandwich leave,Friday extending weekend,"['2024-05-17', '2024-05-18']"
258401,2024-12-06,sandwich leave,Friday extending weekend,"['2024-12-06', '2024-12-07']"
648256,2024-05-25,non sandwich leave,0,['2024-05-25']
841868,2024-11-30,non sandwich leave,0,['2024-11-30']
990641,2024-09-28,non sandwich leave,0,['2024-09-28']
767106,2024-05-27,sandwich leave,Monday extending weekend,"['2024-05-26', '2024-05-27']"
832674,2024-09-05,non sandwich leave,0,['2024-09-05']
766319,2024-07-19,sandwich leave,Friday extending weekend,"['2024-07-19', '2024-07-20']"
600406,2024-10-20,non sandwich leave,0,['2024-10-20']
190625,2024-09-18,non sandwich leave,0,['2024-09-18']
102661,2024-02-03,non sandwich leave,0,['2024-02-03']
918937,2024-06-07,sandwich leave,Friday extending weekend,"['2024-06-07', '2024-06-08']"
121118,2024-11-29,sandwich leave,Friday after Thursday holiday,"['2024-11-28', '2024-11-29']"
705503,2024-10-09,non sandwich leave,0,['2024-10-09']
382097,2024-09-08,non sandwich leave,0,['2024-09-08']
566638,2024-06-21,sandwich leave,Friday extending weekend,"['2024-06-21', '2024-06-22']"
628105,2024-02-11,non sandwich leave,0,['2024-02-11']
565599,2024-07-27,non sandwich leave,0,['2024-07-27']
124544,2024-03-30,non sandwich leave,0,['2024-03-30']
805150,2024-11-05,non sandwich leave,0,['2024-11-05']
635114,2024-12-14,non sandwich leave,0,['2024-12-14']
846787,2024-08-23,sandwich leave,Friday extending weekend,"['2024-08-23', '2024-08-24']"
819057,2024-04-01,sandwich leave,Monday extending weekend,"['2024-03-31', '2024-04-01']"
901912,2024-07-25,non sandwich leave,0,['2024-07-25']
192408,2024-12-30,sandwich leave,Monday extending weekend,"['2024-12-29', '2024-12-30']"
433474,2024-05-12,non sandwich leave,0,['2024-05-12']
827560,2024-10-31,non sandwich leave,0,['2024-10-31']
676294,2024-03-16,non sandwich leave,0,['2024-03-16']
769771,2024-05-24,sandwich leave,Friday extending weekend,"['2024-05-24', '2024-05-25']"
407819,2024-07-15,sandwich leave,Monday extending weekend,"['2024-07-14', '2024-07-15']"
113507,2024-12-19,non sandwich leave,0,['2024-12-19']
351806,2024-05-17,sandwich leave,Friday extending weekend,"['2024-05-17', '2024-05-18']"
658979,2024-07-17,non sandwich leave,0,['2024-07-17']
54895,2024-04-02,non sandwich leave,0,['2024-04-02']
707063,2024-02-21,non sandwich leave,0,['2024-02-21']
692948,2024-10-10,non sandwich leave,0,['2024-10-10']
942706,2024-05-11,non sandwich leave,0,['2024-05-11']
808587,2024-02-02,sandwich leave,Friday extending weekend,"['2024-02-02', '2024-02-03']"
973792,2024-09-16,sandwich leave,Monday extending weekend,"['2024-09-15', '2024-09-16']"
837322,2024-07-10,non sandwich leave,0,['2024-07-10']
429177,2024-08-10,non sandwich leave,0,['2024-08-10']
795769,2024-11-27,non sandwich leave,0,['2024-11-27']
187193,2024-07-10,non sandwich leave,0,['2024-07-10']
189488,2024-01-27,non sandwich leave,0,['2024-01-27']
839189,2024-05-30,non sandwich leave,0,['2024-05-30']
118967,2024-09-02,sandwich leave,Monday extending weekend,"['2024-09-01', '2024-09-02']"
915887,2024-06-29,non sandwich leave,0,['2024-06-29']
652403,2024-09-20,sandwich leave,Friday extending weekend,"['2024-09-20', '2024-09-21']"
340951,2024-12-13,sandwich leave,Friday extending weekend,"['2024-12-13', '2024-12-14']"
444343,2024-05-18,non sandwich leave,0,['2024-05-18']
126537,2024-07-10,non sandwich leave,0,['2024-07-10']
488904,2024-01-02,sandwich leave,Tuesday after Monday holiday,"['2024-01-01', '2024-01-02']"
578582,2024-09-01,non sandwich leave,0,['2024-09-01']
756972,2024-07-03,non sandwich leave,0,['2024-07-03']
989364,2024-07-30,non sandwich leave,0,['2024-07-30']
924430,2024-05-11,non sandwich leave,0,['2024-05-11']
189303,2024-09-10,non sandwich leave,0,['2024-09-10']
896476,2024-07-20,non sandwich leave,0,['2024-07-20']
898149,2024-05-10,sandwich leave,Friday extending weekend,"['2024-05-10', '2024-05-11']"
222412,2024-01-01,sandwich leave,Monday extending weekend,"['2023-12-31', '2024-01-01']"
469122,2024-11-12,sandwich leave,Tuesday after Monday holiday,"['2024-11-11', '2024-11-12']"
391781,2024-11-13,non sandwich leave,0,['2024-11-13']
854268,2024-02-01,non sandwich leave,0,['2024-02-01']
217092,2024-09-16,sandwich leave,Monday extending weekend,"['2024-09-15', '2024-09-16']"
957978,2024-01-25,non sandwich leave,0,['2024-01-25']
548262,2024-02-21,non sandwich leave,0,['2024-02-21']
774436,2024-08-05,sandwich leave,Monday extending weekend,"['2024-08-04', '2024-08-05']"
975619,2024-09-19,non sandwich leave,0,['2024-09-19']
445311,2024-08-21,non sandwich leave,0,['2024-08-21']
859784,2024-07-30,non sandwich leave,0,['2024-07-30']
476788,2024-06-04,non sandwich leave,0,['2024-06-04']
530464,2024-03-23,non sandwich leave,0,['2024-03-23']
325457,2024-09-25,non sandwich leave,0,['2024-09-25']
346871,2024-12-20,sandwich leave,Friday extending weekend,"['2024-12-20', '2024-12-21']"
222526,2024-06-11,non sandwich leave,0,['2024-06-11']
197126,2024-12-06,sandwich leave,Friday extending weekend,"['2024-12-06', '2024-12-07']"
392976,2024-05-23,non sandwich leave,0,['2024-05-23']
116689,2024-10-31,non sandwich leave,0,['2024-10-31']
359629,2024-08-13,non sandwich leave,0,['2024-08-13']
183665,2024-05-20,sandwich leave,Monday extending weekend,"['2024-05-19', '2024-05-20']"
738431,2024-01-10,non sandwich leave,0,['2024-01-10']
774274,2024-01-27,non sandwich leave,0,['2024-01-27']
554810,2024-07-25,non sandwich leave,0,['2024-07-25']
160808,2024-11-14,non sandwich leave,0,['2024-11-14']
43225,2024-03-27,non sandwich leave,0,['2024-03-27']
80413,2024-04-29,sandwich leave,Monday extending weekend,"['2024-04-28', '2024-04-29']"
676778,2024-05-11,non sandwich leave,0,['2024-05-11']
713382,2024-11-15,sandwich leave,Friday extending weekend,"['2024-11-15', '2024-11-16']"
510377,2024-04-15,sandwich leave,Monday extending weekend,"['2024-04-14', '2024-04-15']"
817176,2024-02-17,non sandwich leave,0,['2024-02-17']
115982,2024-03-21,non sandwich leave,0,['2024-03-21']
684412,2024-12-17,non sandwich leave,0,['2024-12-17']
676021,2024-04-11,non sandwich leave,0,['2024-04-11']
235314,2024-02-19,sandwich leave,Monday extending weekend,"['2024-02-18', '2024-02-19']"
248792,2024-05-11,non sandwich leave,0,['2024-05-11']
757080,2024-05-30,non sandwich leave,0,['2024-05-30']
930778,2024-05-24,sandwich leave,Friday extending weekend,"['2024-05-24', '2024-05-25']"
681730,2024-10-15,sandwich leave,Tuesday after Monday holiday,"['2024-10-14', '2024-10-15']"
813854,2024-06-06,non sandwich leave,0,['2024-06-06']
584159,2024-02-13,non sandwich leave,0,['2024-02-13']
33597,2024-05-20,sandwich leave,Monday extending weekend,"['2024-05-19', '2024-05-20']"
636732,2024-10-20,non sandwich leave,0,['2024-10-20']
388503,2024-08-19,sandwich leave,Monday extending weekend,"['2024-08-18', '2024-08-19']"
223915,2024-10-04,sandwich leave,Friday extending weekend,"['2024-10-04', '2024-10-05']"
843648,2024-05-23,non sandwich leave,0,['2024-05-23']
135304,2024-05-14,non sandwich leave,0,['2024-05-14']
480116,2024-06-26,non sandwich leave,0,['2024-06-26']
524820,2024-10-23,non sandwich leave,0,['2024-10-23']
733172,2024-01-24,non sandwich leave,0,['2024-01-24']
311340,2024-05-10,sandwich leave,Friday extending weekend,"['2024-05-10', '2024-05-11']"
446687,2024-12-13,sandwich leave,Friday extending weekend,"['2024-12-13', '2024-12-14']"
634518,2024-01-07,non sandwich leave,0,['2024-01-07']
912875,2024-05-04,non sandwich leave,0,['2024-05-04']
416547,2024-11-02,non sandwich leave,0,['2024-11-02']
666013,2024-10-01,non sandwich leave,0,['2024-10-01']
355654,2024-11-29,sandwich leave,Friday after Thursday holiday,"['2024-11-28', '2024-11-29']"
424213,2024-11-17,non sandwich leave,0,['2024-11-17']
557362,2024-11-24,non sandwich leave,0,['2024-11-24']
52822,2024-08-24,non sandwich leave,0,['2024-08-24']
113870,2024-05-15,non sandwich leave,0,['2024-05-15']
467881,2024-08-03,non sandwich leave,0,['2024-08-03']
870631,2024-11-19,non sandwich leave,0,['2024-11-19']
647322,2024-04-14,non sandwich leave,0,['2024-04-14']
212062,2024-03-23,non sandwich leave,0,['2024-03-23']
673020,2024-12-17,non sandwich leave,0,['2024-12-17']
159937,2024-02-12,sandwich leave,Monday extending weekend,"['2024-02-11', '2024-02-12']"
690003,2024-08-24,non sandwich leave,0,['2024-08-24']
586139,2024-06-30,non sandwich leave,0,['2024-06-30']
370212,2024-09-13,sandwich leave,Friday extending weekend,"['2024-09-13', '2024-09-14']"
